Transaction_ID,Order_Date,Customer_Name,Customer_Email,Product_SKU,Category,Quantity,Unit_Price,Gross_Sales,Discount_Pct,Net_Revenue,Payment_Type,Shipping_State,Shipping_City,Zip_Code,Order_Status,Return_Reason,Customer_Type,Coupon_Used,Store_Region,Loyalty_Pts,Notes
TXN-62730,5/20/2023,"SMITH, JANE",user444@gmail.com,00564,books,5,$98.49,$527.90,10%,869.5,PayPal,Florida,Austin,93614,PENDING,,New,None,Northeast,744,
TXN-92150,2023-01-17,"doe, john",user445@gmail.com,00473,Beauty,2,$127.78,$1619.65,0,1150.64,apple_pay,FL,Austin,18444,shipped,None,Returning,,East,N/A,
TXN-47623,11/6/2023,J. Doe,user446@gmail.com,00803,Toys,2,$208.87,$670.34,0,295.95,PayPal,TX,Miami,73620,PENDING,None,Returning,None,North,206,
TXN-30887,5/5/2023,John Doe,user447@gmail.com,00364,Apparel,5,$96.23,$1778.78,0,1446.04,apple_pay,CA,San Francisco,21000,cancelled,,New,,East,887,
TXN-18333,7/12/2023,Alice Brown,user448@gmail.com,773,Electronics,4,$472.15,$1586.35,9%,361.7,STRIPE,il,San Francisco,78414,PENDING,,Returning,FREESHIP,West,905,
TXN-21829,4/20/2023,John Doe,user449@gmail.com,00891,Apparel,3,$417.84,$1605.85,0,1210.7,PayPal,FL,NYC,28910,Completed,Size,Returning,,South,993,
135985,2023-08-14,J. Doe, ,00983,Toys,1,$250.28,$1062.06,0,1423.58,cc,il,Miami,72240,shipped,Late,New,WELCOME5,East,N/A,Call customer
TXN-72288,12/12/2023,J. Doe,user451@gmail.com,00121,Books,5,$27.06,$1609.17,0,1200.42,Credit Card,New York,Austin,82447,Refunded,Late,Returning,,East,924,
TXN-99816,2/18/2023,"doe, john",user452@gmail.com,00978,Beauty,4,$13.85,$1941.12,13%,458.32,PayPal,TX,NYC,31001,Refunded,Late,Returning,None,North,280,
TXN-20498,8/16/2023,Alice Brown,user453@gmail.com,00522,Apparel,4,$439.61,$1730.36,0,1238.36,cc,il,San Francisco,56118,Refunded,,New,,Northeast,755,
TXN-52830,8/23/2023,John Doe,user454@gmail.com,00880,Electronics,2,$318.78,$1686.53,0,212.78,apple_pay,New York,Austin,51120,PENDING,Defective,Returning,SUMMER10,South,255,
TXN-77681,2023-12-25,Alice Brown,user455@gmail.com,00881,Home & Kitchen,5,$346.02,$1688.96,0,485.9,apple_pay,NY,Austin,32738,PENDING,Late,Returning,,East,N/A,
TXN-36039,2/14/2023,J. Doe,user456@gmail.com,286,beauty,4,$472.93,$1826.51,12%,40.89,Credit Card,il,Chicago,92133,shipped,Defective,New,None,South,268,
TXN-32119,1/13/2023,"SMITH, JANE",user457@gmail.com,00539,Toys,3,$83.13,$1937.05,0,263.48,STRIPE,California,San Francisco,78922,Refunded,None,Returning,,West,121,
TXN-39423,12/7/2023,"doe, john",user458@gmail.com,00982,Apparel,3,$375.76,$1073.11,0,652.65,PayPal,Illinois,NYC,47089,shipped,None,Returning,WELCOME5,West,811,
TXN-29129,1/10/2023,J. Doe,user459@gmail.com,00341,Toys,4,$454.59,$1054.46,0,1029.56,apple_pay,California,San Francisco,71457,shipped,Late,New,,West,703,
127815,2023-12-13,Alice Brown,user460@gmail.com,00533,Books,5,$135.55,$642.92,6%,,Credit Card,Texas,NYC,71726,cancelled,,Returning,SUMMER10,North,N/A,
TXN-43247,9/20/2023,Jane Smith,user461@gmail.com,00409,Beauty,3,$74.80,$1838.34,0,71.28,PayPal,TX,NYC,76027,Refunded,Late,Returning,,West,135,
TXN-21750,6/23/2023,"SMITH, JANE",user462@gmail.com,00543,Home & Kitchen,3,$67.25,$566.24,0,200.53,cc,Texas,Miami,47083,cancelled,,New,FREESHIP,Northeast,320,
TXN-67117,3/11/2023,Alice Brown,user463@gmail.com,00603,Home & Kitchen,5,$427.99,$1486.13,0,1199.35,Credit Card,New York,NYC,17152,shipped,Size,Returning,,North,481,
TXN-44108,3/23/2023,Jane Smith,user464@gmail.com,546,Electronics,4,$29.99,$1034.78,20%,692.06,Credit Card,NY,San Francisco,55823,Completed,Size,Returning,FREESHIP,South,854,
TXN-32058,2023-12-17,J. Doe, ,00676,Books,5,$114.07,$1997.01,0,16.15,STRIPE,NY,Miami,20070,shipped,None,New,,North,N/A,
TXN-53077,1/10/2023,Alice Brown,user466@gmail.com,00796,Electronics,4,$193.04,$1893.72,0,168.04,cc,NY,San Francisco,20625,Refunded,None,Returning,None,East,608,
TXN-96246,1/11/2023,John Doe,user467@gmail.com,00771,Toys,4,$169.21,$1597.32,0,1104.14,STRIPE,NY,NYC,16380,cancelled,Late,Returning,,North,761,
TXN-19269,9/20/2023,Jane Smith,user468@gmail.com,00194,beauty,3,$97.23,$1947.57,17%,142.89,PayPal,NY,Miami,62742,cancelled,Size,New,SUMMER10,East,502,
TXN-66670,12/26/2023,J. Doe,user469@gmail.com,00801,Toys,2,$185.93,$644.17,0,557.51,PayPal,Florida,Miami,60867,Refunded,Late,Returning,,Northeast,614,
155452,2023-02-25,Jane Smith,user470@gmail.com,00930,Apparel,5,$101.31,$1446.03,0,148.49,STRIPE,Texas,Miami,98662,shipped,Size,Returning,None,Northeast,N/A,
TXN-92517,11/17/2023,John Doe,user471@gmail.com,00397,Beauty,4,$48.80,$1702.32,0,457.59,PayPal,TX,NYC,78562,Refunded,Late,New,,Northeast,48,
TXN-82219,2/2/2023,"SMITH, JANE",user472@gmail.com,210,Toys,4,$212.38,$1196.98,13%,539.63,STRIPE,California,Chicago,12132,Completed,None,Returning,WELCOME5,South,863,
TXN-61505,1/3/2023,Jane Smith,user473@gmail.com,00997,Books,3,$163.83,$1586.14,0,1138.46,apple_pay,Illinois,Austin,54739,shipped,Size,Returning,,South,80,
TXN-89174,5/28/2023,Alice Brown,user474@gmail.com,00208,Beauty,5,$18.78,$1092.40,0,29.82,apple_pay,Florida,Miami,96208,PENDING,None,New,FREESHIP,Northeast,832,
TXN-90837,2023-06-23,Alice Brown,user475@gmail.com,00806,Books,4,$404.27,$631.45,0,211.32,PayPal,California,San Francisco,34670,Completed,Size,Returning,,West,N/A,
TXN-95016,3/21/2023,"doe, john",user476@gmail.com,00546,Books,5,$103.55,$951.38,19%,230.77,apple_pay,CA,San Francisco,31771,shipped,None,Returning,None,West,20,
TXN-68918,10/8/2023,"doe, john",user477@gmail.com,00401,Toys,4,$34.95,$511.81,0,949.31,apple_pay,FL,Miami,85846,PENDING,,New,,East,37,
TXN-73897,7/16/2023,"SMITH, JANE",user478@gmail.com,00705,Books,5,$468.29,$1857.61,0,1302.77,PayPal,CA,Chicago,12492,Refunded,,Returning,FREESHIP,Northeast,65,
TXN-45107,11/14/2023,Jane Smith,user479@gmail.com,00219,Beauty,5,$470.09,$1020.15,0,1049.3,Credit Card,NY,Austin,35192,Refunded,Late,Returning,,West,237,
166536,2023-04-19,Alice Brown, ,447,toys,4,$74.27,$940.09,17%,,apple_pay,Texas,Miami,31237,PENDING,Size,New,FREESHIP,North,N/A,
TXN-97432,8/5/2023,"doe, john",user481@gmail.com,00304,Home & Kitchen,5,$251.17,$1690.22,0,1415.15,apple_pay,TX,NYC,37450,PENDING,Defective,Returning,,North,367,
TXN-44184,6/22/2023,"doe, john",user482@gmail.com,00278,Toys,1,$405.34,$1006.60,0,179.81,PayPal,California,Chicago,39372,Refunded,Late,Returning,FREESHIP,East,787,
TXN-16117,9/9/2023,"doe, john",user483@gmail.com,00973,Books,5,$306.10,$656.21,0,85.13,apple_pay,Florida,San Francisco,23879,PENDING,,New,,North,843,
TXN-83724,1/17/2023,John Doe,user484@gmail.com,00271,Books,1,$436.73,$1866.48,10%,1095.24,apple_pay,il,Miami,23014,shipped,Late,Returning,FREESHIP,South,125,
TXN-36462,2023-08-14,John Doe,user485@gmail.com,00351,Beauty,3,$150.51,$756.89,0,406.36,apple_pay,Texas,NYC,29871,PENDING,None,Returning,,South,N/A,
TXN-28087,7/14/2023,Jane Smith,user486@gmail.com,00569,Toys,3,$472.43,$1163.87,0,1157.53,STRIPE,California,San Francisco,54342,cancelled,None,New,WELCOME5,West,62,
TXN-61546,1/22/2023,Alice Brown,user487@gmail.com,00254,Toys,1,$489.09,$1970.07,0,1200.62,STRIPE,TX,Miami,62691,PENDING,Late,Returning,,East,931,
TXN-55109,1/27/2023,J. Doe,user488@gmail.com,640,Toys,2,$353.14,$1169.28,11%,1332.49,STRIPE,Illinois,Miami,55252,Refunded,Size,Returning,FREESHIP,North,37,
TXN-80442,6/13/2023,Alice Brown,user489@gmail.com,00836,Books,2,$265.03,$1311.19,0,328.46,STRIPE,il,Austin,78332,cancelled,Size,New,,North,28,
170770,2023-10-09,"doe, john",user490@gmail.com,00952,Apparel,4,$493.61,$665.66,0,99.32,cc,TX,Chicago,56461,Completed,Defective,Returning,SUMMER10,West,N/A,
TXN-49054,10/24/2023,John Doe,user491@gmail.com,00564,Apparel,2,$404.64,$1983.50,0,852.74,STRIPE,Illinois,NYC,55919,cancelled,Late,Returning,,Northeast,688,
TXN-28346,12/13/2023,"SMITH, JANE",user492@gmail.com,00855,home & kitchen,1,$170.65,$1373.55,16%,686.92,PayPal,FL,Miami,20740,Completed,Defective,New,None,South,487,
TXN-38152,8/3/2023,J. Doe,user493@gmail.com,00793,Toys,4,$298.24,$1278.42,0,598.23,cc,Illinois,Miami,93422,Refunded,None,Returning,,West,749,
TXN-64646,3/5/2023,"SMITH, JANE",user494@gmail.com,00230,Beauty,4,$73.40,$1556.79,0,1296.27,Credit Card,New York,Miami,72043,Completed,Size,Returning,FREESHIP,North,616,
TXN-63558,2023-02-04,J. Doe, ,00685,Apparel,1,$266.16,$676.61,0,464.34,cc,TX,Austin,73691,Completed,Size,New,,South,N/A,
TXN-87283,7/2/2023,J. Doe,user496@gmail.com,390,Home & Kitchen,2,$411.37,$1233.19,8%,825.83,Credit Card,CA,Miami,73068,PENDING,Late,Returning,None,East,800,
TXN-59454,8/27/2023,Alice Brown,user497@gmail.com,00953,Toys,2,$383.36,$1257.15,0,696.79,apple_pay,Florida,NYC,52626,Completed,,Returning,,Northeast,419,
TXN-60755,4/13/2023,J. Doe,user498@gmail.com,00653,Electronics,4,$370.60,$1468.87,0,1300.27,Credit Card,Illinois,Austin,83537,Completed,,New,SUMMER10,South,978,
TXN-91094,9/19/2023,John Doe,user499@gmail.com,00683,Toys,2,$377.77,$1253.96,0,37.81,STRIPE,NY,San Francisco,46039,shipped,Size,Returning,,Northeast,454,
111094,2023-09-20,J. Doe,user500@gmail.com,00511,Toys,1,$250.82,$1900.77,15%,,apple_pay,NY,Miami,13153,PENDING,Late,Returning,None,East,N/A,Call customer
TXN-21930,2/4/2023,"SMITH, JANE",user501@gmail.com,00272,Apparel,2,$99.51,$1652.46,0,239.8,apple_pay,NY,San Francisco,90540,cancelled,Size,New,,North,730,
TXN-17667,5/13/2023,John Doe,user502@gmail.com,00427,Home & Kitchen,4,$447.58,$886.90,0,1412.95,Credit Card,CA,NYC,41407,PENDING,,Returning,WELCOME5,West,520,
TXN-76115,7/4/2023,J. Doe,user503@gmail.com,00162,Apparel,4,$281.03,$598.19,0,53.07,PayPal,CA,Austin,82623,PENDING,Defective,Returning,,South,781,
TXN-82706,11/26/2023,"doe, john",user504@gmail.com,411,toys,4,$228.53,$1769.42,11%,1176.49,PayPal,Texas,Chicago,32044,shipped,,New,None,Northeast,462,
TXN-15477,2023-01-27,Jane Smith,user505@gmail.com,00949,Toys,3,$330.00,$751.07,0,99.66,apple_pay,TX,Chicago,42884,Refunded,Late,Returning,,South,N/A,
TXN-86697,9/10/2023,John Doe,user506@gmail.com,00265,Books,5,$285.91,$950.96,0,599,Credit Card,NY,Chicago,46629,Refunded,Size,Returning,FREESHIP,East,650,
TXN-44257,12/15/2023,J. Doe,user507@gmail.com,00351,Books,3,$177.40,$1189.70,0,903.28,Credit Card,NY,San Francisco,89794,Refunded,Defective,New,,North,688,
TXN-32745,7/18/2023,Alice Brown,user508@gmail.com,00820,Beauty,4,$273.68,$1680.96,7%,812.59,apple_pay,California,Austin,59332,PENDING,Late,Returning,None,South,859,
TXN-11105,2/15/2023,J. Doe,user509@gmail.com,00297,Beauty,1,$118.55,$529.67,0,428.89,cc,New York,San Francisco,90405,cancelled,Size,Returning,,South,505,
147579,2023-01-09,Jane Smith, ,00820,Books,5,$112.45,$794.13,0,1233.47,apple_pay,California,Austin,84593,PENDING,None,New,WELCOME5,Northeast,N/A,
TXN-35397,11/24/2023,"SMITH, JANE",user511@gmail.com,00788,Books,5,$286.92,$598.04,0,201.09,Credit Card,NY,Austin,84698,shipped,,Returning,,East,196,
TXN-98864,1/23/2023,Alice Brown,user512@gmail.com,645,Toys,3,$343.53,$1824.65,5%,1407.46,Credit Card,Texas,Miami,63330,cancelled,Defective,Returning,None,West,370,
TXN-77797,1/24/2023,"doe, john",user513@gmail.com,00148,Apparel,4,$270.88,$974.36,0,593.87,cc,California,Chicago,13325,shipped,None,New,,North,939,
TXN-42765,4/6/2023,J. Doe,user514@gmail.com,00418,Electronics,1,$23.66,$1147.92,0,45.8,cc,TX,NYC,24134,Refunded,Size,Returning,FREESHIP,North,841,
TXN-53724,2023-09-26,"doe, john",user515@gmail.com,00174,Toys,5,$224.88,$643.51,0,675.22,Credit Card,California,San Francisco,14370,Refunded,Late,Returning,,North,N/A,
TXN-26716,1/26/2023,Jane Smith,user516@gmail.com,00156,apparel,5,$316.83,$598.69,6%,843.29,cc,FL,Miami,22560,PENDING,None,New,WELCOME5,Northeast,806,
TXN-96471,10/1/2023,Jane Smith,user517@gmail.com,00493,Beauty,4,$441.17,$1428.85,0,516.03,Credit Card,Florida,Chicago,53017,PENDING,Size,Returning,,North,105,
TXN-11610,10/23/2023,John Doe,user518@gmail.com,00707,Home & Kitchen,5,$71.73,$1263.35,0,539.53,apple_pay,Illinois,Miami,34369,shipped,Size,Returning,SUMMER10,North,130,
TXN-50850,10/14/2023,"SMITH, JANE",user519@gmail.com,00767,Apparel,3,$296.00,$1311.72,0,226.98,apple_pay,TX,Chicago,54944,cancelled,Late,New,,North,530,
176865,2023-11-22,"doe, john",user520@gmail.com,158,Home & Kitchen,5,$411.40,$1339.17,6%,,apple_pay,Texas,NYC,36263,shipped,Defective,Returning,FREESHIP,South,N/A,
TXN-97537,8/23/2023,Alice Brown,user521@gmail.com,00578,Toys,3,$427.48,$1349.15,0,510.13,cc,FL,Austin,31270,Completed,None,Returning,,North,507,
TXN-38757,1/21/2023,"doe, john",user522@gmail.com,00809,Home & Kitchen,4,$315.72,$858.53,0,1104.53,cc,FL,NYC,62469,shipped,Defective,New,FREESHIP,North,75,
TXN-56908,1/18/2023,John Doe,user523@gmail.com,00245,Apparel,4,$105.26,$1378.53,0,1150.64,Credit Card,CA,NYC,35929,cancelled,Size,Returning,,South,906,
TXN-44340,12/6/2023,J. Doe,user524@gmail.com,00967,Toys,2,$97.49,$532.24,13%,1366.87,Credit Card,NY,Miami,95835,Completed,Late,Returning,WELCOME5,East,467,
TXN-41476,2023-06-26,J. Doe, ,00776,Home & Kitchen,5,$488.78,$1996.54,0,1323.68,Credit Card,California,NYC,27143,shipped,Size,New,,Northeast,N/A,
TXN-59570,12/12/2023,J. Doe,user526@gmail.com,00713,Beauty,2,$461.30,$1644.62,0,885.12,STRIPE,TX,NYC,52949,shipped,Defective,Returning,FREESHIP,South,871,
TXN-76619,10/16/2023,"doe, john",user527@gmail.com,00844,Electronics,4,$397.59,$1422.33,0,259.48,apple_pay,il,Austin,75350,PENDING,None,Returning,,South,329,
TXN-59005,9/23/2023,Jane Smith,user528@gmail.com,832,beauty,4,$141.48,$1101.42,6%,318.73,PayPal,Florida,NYC,61891,shipped,Late,New,None,West,585,
TXN-30605,6/9/2023,"SMITH, JANE",user529@gmail.com,00186,Home & Kitchen,1,$154.57,$1278.23,0,352.96,Credit Card,Florida,Chicago,91412,cancelled,None,Returning,,West,478,
156689,2023-07-12,Jane Smith,user530@gmail.com,00424,Apparel,4,$22.11,$1162.53,0,405.78,Credit Card,Texas,San Francisco,48603,PENDING,,Returning,SUMMER10,East,N/A,
TXN-39850,2/4/2023,John Doe,user531@gmail.com,00468,Electronics,5,$108.15,$794.97,0,500.57,cc,TX,NYC,89171,shipped,,New,,East,8,
TXN-49252,5/27/2023,J. Doe,user532@gmail.com,00901,Beauty,4,$412.71,$1636.71,5%,713.29,STRIPE,NY,Miami,39829,shipped,Size,Returning,None,South,528,
TXN-86939,9/25/2023,Jane Smith,user533@gmail.com,00839,Beauty,3,$398.04,$969.61,0,289.89,apple_pay,New York,Miami,68978,PENDING,Defective,Returning,,East,142,
TXN-85695,3/10/2023,Alice Brown,user534@gmail.com,00109,Beauty,3,$176.51,$1128.72,0,1031.79,apple_pay,il,Austin,52739,PENDING,Defective,New,SUMMER10,South,157,
TXN-53286,2023-10-21,"SMITH, JANE",user535@gmail.com,00722,Toys,4,$490.28,$806.31,0,592.05,STRIPE,FL,NYC,72230,Completed,Late,Returning,,Northeast,N/A,
TXN-69183,11/10/2023,John Doe,user536@gmail.com,275,Electronics,5,$97.04,$1739.71,20%,49.99,PayPal,California,Miami,47200,shipped,Size,Returning,FREESHIP,Northeast,71,
TXN-69593,1/12/2023,"SMITH, JANE",user537@gmail.com,00111,Home & Kitchen,3,$431.26,$1116.29,0,243.98,Credit Card,NY,Chicago,64842,Refunded,Defective,New,,West,978,
TXN-37063,3/28/2023,"doe, john",user538@gmail.com,00417,Beauty,4,$87.80,$1362.64,0,472.37,PayPal,il,Miami,46102,shipped,Defective,Returning,WELCOME5,West,65,
TXN-62328,10/26/2023,"doe, john",user539@gmail.com,00638,Apparel,5,$440.83,$1190.31,0,868.44,Credit Card,TX,Miami,55453,cancelled,None,Returning,,Northeast,843,
122954,2023-07-08,"doe, john", ,00732,books,4,$234.34,$1866.25,10%,,STRIPE,California,Miami,15723,shipped,Size,New,FREESHIP,Northeast,N/A,
TXN-48258,11/3/2023,Alice Brown,user541@gmail.com,00843,Books,2,$455.28,$1116.92,0,1145.17,Credit Card,Texas,San Francisco,23791,PENDING,Late,Returning,,West,461,
TXN-31605,5/7/2023,"SMITH, JANE",user542@gmail.com,00145,Beauty,1,$45.87,$1541.73,0,1127.11,apple_pay,Texas,Miami,35480,Refunded,Defective,Returning,SUMMER10,East,117,
TXN-27888,6/22/2023,Alice Brown,user543@gmail.com,00575,Beauty,4,$43.44,$1322.64,0,371.02,apple_pay,NY,Miami,46587,shipped,Size,New,,North,621,
TXN-23174,3/10/2023,John Doe,user544@gmail.com,647,Books,4,$92.54,$1507.09,5%,1019.3,PayPal,Florida,Austin,33322,shipped,Defective,Returning,WELCOME5,West,713,
TXN-16259,2023-11-26,"SMITH, JANE",user545@gmail.com,00756,Books,1,$201.40,$962.49,0,88.1,Credit Card,CA,Miami,36442,shipped,Late,Returning,,South,N/A,
TXN-36212,2/1/2023,Jane Smith,user546@gmail.com,00128,Electronics,3,$412.06,$1519.94,0,104.13,Credit Card,NY,NYC,15768,Refunded,,New,SUMMER10,East,330,
TXN-83669,11/7/2023,"SMITH, JANE",user547@gmail.com,00312,Toys,4,$470.07,$681.21,0,328.53,cc,Texas,NYC,11965,Refunded,Late,Returning,,North,398,
TXN-37887,8/8/2023,John Doe,user548@gmail.com,00773,Apparel,5,$190.80,$601.00,11%,622.53,STRIPE,Florida,San Francisco,80278,PENDING,Size,Returning,FREESHIP,North,614,
TXN-52513,11/23/2023,Jane Smith,user549@gmail.com,00794,Books,2,$172.70,$1453.03,0,1327.11,cc,Florida,San Francisco,53922,Completed,,New,,Northeast,459,
150118,2023-09-21,Alice Brown,user550@gmail.com,00338,Toys,5,$355.27,$519.94,0,41.61,Credit Card,TX,NYC,66164,shipped,,Returning,SUMMER10,North,N/A,Call customer
TXN-28029,6/16/2023,J. Doe,user551@gmail.com,00306,Home & Kitchen,4,$110.15,$556.86,0,1385.88,STRIPE,Florida,Austin,27598,cancelled,Late,Returning,,North,533,
TXN-64380,11/27/2023,J. Doe,user552@gmail.com,868,electronics,2,$425.00,$996.91,12%,316.67,Credit Card,New York,NYC,89700,Refunded,,New,FREESHIP,South,452,
TXN-92546,1/3/2023,Jane Smith,user553@gmail.com,00171,Home & Kitchen,1,$320.84,$712.30,0,314.29,Credit Card,NY,Chicago,81938,shipped,Size,Returning,,Northeast,80,
TXN-65868,12/15/2023,J. Doe,user554@gmail.com,00268,Books,2,$130.01,$764.65,0,380.96,cc,Illinois,Miami,93309,shipped,Late,Returning,None,North,973,
TXN-57131,2023-07-13,"doe, john", ,00582,Beauty,4,$257.59,$1602.39,0,1142.88,apple_pay,CA,Miami,66019,Completed,Late,New,,Northeast,N/A,
TXN-80411,3/18/2023,Alice Brown,user556@gmail.com,00279,Apparel,4,$237.19,$1180.40,17%,847.59,apple_pay,California,Austin,27911,Refunded,Size,Returning,WELCOME5,South,4,
TXN-11682,9/24/2023,Alice Brown,user557@gmail.com,00483,Beauty,4,$463.59,$1910.43,0,1456.03,cc,FL,Miami,50345,PENDING,Defective,Returning,,West,906,
TXN-15089,2/13/2023,"SMITH, JANE",user558@gmail.com,00266,Home & Kitchen,4,$478.98,$1656.91,0,1129.85,cc,il,Miami,93228,cancelled,Defective,New,None,West,753,
TXN-42347,4/16/2023,John Doe,user559@gmail.com,00932,Apparel,1,$351.76,$1468.00,0,399.38,apple_pay,NY,Austin,42429,PENDING,,Returning,,South,12,
115300,2023-02-21,Alice Brown,user560@gmail.com,493,Beauty,5,$487.33,$620.52,11%,,apple_pay,NY,Miami,43144,cancelled,,Returning,None,Northeast,N/A,
TXN-50367,12/14/2023,Alice Brown,user561@gmail.com,00990,Electronics,1,$321.73,$1665.04,0,523.15,PayPal,TX,NYC,62162,cancelled,Defective,New,,South,835,
TXN-74451,1/4/2023,John Doe,user562@gmail.com,00892,Books,4,$267.23,$1481.78,0,1102.23,PayPal,NY,Austin,34431,shipped,Size,Returning,None,South,514,
TXN-24449,8/19/2023,"doe, john",user563@gmail.com,00290,Home & Kitchen,1,$377.46,$1713.77,0,295.91,apple_pay,Florida,Chicago,24312,shipped,Defective,Returning,,East,87,
TXN-59509,2/9/2023,John Doe,user564@gmail.com,00450,electronics,5,$125.04,$1227.79,8%,24.16,cc,CA,Chicago,15486,Completed,Size,New,SUMMER10,West,617,
TXN-78167,2023-05-16,Jane Smith,user565@gmail.com,00875,Apparel,5,$220.43,$1056.18,0,1336.33,cc,New York,Austin,97173,Refunded,None,Returning,,Northeast,N/A,
TXN-17502,6/28/2023,J. Doe,user566@gmail.com,00925,Electronics,1,$233.89,$1547.46,0,1090.58,PayPal,CA,Chicago,26108,PENDING,Late,Returning,WELCOME5,East,462,
TXN-91048,11/22/2023,Jane Smith,user567@gmail.com,00627,Beauty,2,$11.53,$1457.11,0,1413.49,cc,CA,Austin,15997,cancelled,None,New,,South,621,
TXN-73509,7/24/2023,"SMITH, JANE",user568@gmail.com,913,Electronics,3,$219.68,$1897.23,20%,1480.44,Credit Card,FL,Austin,89583,shipped,Size,Returning,SUMMER10,South,509,
TXN-21415,5/27/2023,Alice Brown,user569@gmail.com,00661,Beauty,2,$449.24,$1932.58,0,728.43,STRIPE,New York,NYC,37740,shipped,Defective,Returning,,North,445,
193816,2023-01-06,J. Doe, ,00492,Apparel,2,$362.40,$1498.90,0,1427.74,Credit Card,NY,Chicago,93040,Refunded,Defective,New,FREESHIP,South,N/A,
TXN-85493,10/3/2023,Alice Brown,user571@gmail.com,00451,Beauty,4,$330.42,$1677.62,0,1449.71,apple_pay,New York,NYC,43959,Completed,Late,Returning,,North,114,
TXN-21683,6/24/2023,"SMITH, JANE",user572@gmail.com,00292,Books,1,$290.69,$691.13,15%,1431.56,STRIPE,CA,Austin,18111,PENDING,,Returning,WELCOME5,West,433,
TXN-51896,6/26/2023,Alice Brown,user573@gmail.com,00915,Home & Kitchen,5,$335.23,$1386.16,0,168.81,Credit Card,il,Miami,51409,shipped,Late,New,,South,511,
TXN-99126,8/5/2023,"SMITH, JANE",user574@gmail.com,00390,Home & Kitchen,1,$303.45,$963.34,0,1485.6,Credit Card,TX,Chicago,72689,shipped,None,Returning,FREESHIP,West,60,
TXN-53665,2023-03-27,Alice Brown,user575@gmail.com,00315,Books,2,$353.20,$578.85,0,1299.49,PayPal,Florida,Miami,49203,shipped,Defective,Returning,,Northeast,N/A,
TXN-61417,6/14/2023,Alice Brown,user576@gmail.com,584,apparel,4,$201.62,$1291.77,14%,430.72,PayPal,il,Miami,22755,shipped,Late,New,SUMMER10,East,468,
TXN-95804,3/19/2023,"doe, john",user577@gmail.com,00552,Books,4,$152.63,$717.23,0,335.02,PayPal,CA,Austin,85455,Completed,Size,Returning,,West,973,
TXN-65982,11/27/2023,"doe, john",user578@gmail.com,00157,Electronics,3,$487.34,$769.45,0,88.18,STRIPE,Texas,Chicago,66861,shipped,None,Returning,WELCOME5,North,121,
TXN-41569,7/16/2023,J. Doe,user579@gmail.com,00804,Toys,2,$329.87,$1063.06,0,1040.77,Credit Card,Florida,Miami,46073,Refunded,Late,New,,North,122,
115286,2023-02-04,Jane Smith,user580@gmail.com,00756,Books,5,$120.22,$1380.28,20%,,cc,California,Chicago,33736,Refunded,None,Returning,None,East,N/A,
TXN-84897,3/4/2023,J. Doe,user581@gmail.com,00165,Books,5,$100.60,$1719.30,0,39.42,STRIPE,il,Chicago,74036,Completed,,Returning,,Northeast,551,
TXN-95419,2/25/2023,"doe, john",user582@gmail.com,00774,Electronics,2,$432.38,$1542.82,0,17.93,apple_pay,Texas,San Francisco,15130,shipped,,New,WELCOME5,South,89,
TXN-83727,5/28/2023,John Doe,user583@gmail.com,00186,Electronics,5,$156.30,$1949.41,0,265.69,Credit Card,New York,Austin,16051,PENDING,Late,Returning,,Northeast,455,
TXN-28331,10/16/2023,Alice Brown,user584@gmail.com,420,Toys,3,$307.02,$1265.89,8%,997.3,Credit Card,New York,San Francisco,34651,shipped,Late,Returning,WELCOME5,South,616,
TXN-82361,2023-04-19,J. Doe, ,00384,Home & Kitchen,5,$216.79,$1324.77,0,398.4,PayPal,FL,Miami,20912,cancelled,None,New,,South,N/A,
TXN-80242,4/3/2023,Alice Brown,user586@gmail.com,00850,Apparel,2,$360.08,$1345.46,0,975.18,STRIPE,Illinois,NYC,65009,shipped,Late,Returning,None,West,26,
TXN-89116,4/3/2023,J. Doe,user587@gmail.com,00227,Toys,1,$345.15,$1110.17,0,500.74,Credit Card,Texas,Austin,45815,shipped,Size,Returning,,East,10,
TXN-22838,7/8/2023,Jane Smith,user588@gmail.com,00207,electronics,2,$267.97,$1813.27,20%,152.36,cc,Illinois,Austin,82291,cancelled,,New,SUMMER10,North,174,
TXN-51680,7/6/2023,J. Doe,user589@gmail.com,00925,Books,5,$280.32,$1823.03,0,609.95,STRIPE,NY,Austin,11244,PENDING,Size,Returning,,South,146,
149650,2023-10-24,J. Doe,user590@gmail.com,00154,Books,3,$356.68,$873.67,0,916.97,apple_pay,NY,Miami,56399,Refunded,,Returning,FREESHIP,East,N/A,
TXN-66068,9/23/2023,"doe, john",user591@gmail.com,00412,Books,1,$474.25,$1109.77,0,475.98,Credit Card,California,San Francisco,41462,Completed,Size,New,,Northeast,58,
TXN-21086,12/10/2023,"SMITH, JANE",user592@gmail.com,604,Electronics,4,$341.75,$1898.66,9%,724.69,STRIPE,il,San Francisco,63145,Completed,,Returning,WELCOME5,North,731,
TXN-65702,12/18/2023,Alice Brown,user593@gmail.com,00453,Home & Kitchen,5,$345.20,$563.53,0,678.49,PayPal,il,NYC,32913,Completed,Late,Returning,,South,526,
TXN-56306,1/14/2023,Jane Smith,user594@gmail.com,00488,Home & Kitchen,3,$485.17,$1006.94,0,1021.8,STRIPE,California,Austin,49213,Refunded,Late,New,FREESHIP,South,2,
